filepath,D_IMRANG,RET-ANG1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170808_cube.fits,45.0,0.0,136147710.03561592,-8128382.079427719,72138046.05752182,64009663.9780941,11668.235086576544,11668.235086576544,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170812_cube.fits,45.0,45.0,134239774.37770367,24073847.88961315,55082963.24404526,79156811.13365841,11586.188949680722,11586.188949680722,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170809_cube.fits,45.0,11.25,135711287.432168,584849.2329263687,67563219.09962082,68148068.33254719,11649.518763973389,11649.518763973389,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170813_cube.fits,45.0,56.25,134862091.35980797,23529776.309293747,55666157.52525711,79195933.83455086,11613.013879256669,11613.013879256669,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170810_cube.fits,45.0,22.5,134541666.95345116,10472403.928613665,62034631.51241875,72507035.44103241,11599.209755558832,11599.209755558832,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170814_cube.fits,45.0,67.5,135915329.92370605,17017386.51317978,59448971.70526314,76466358.21844292,11658.27302492552,11658.27302492552,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170811_cube.fits,45.0,33.75,134056932.14114857,19130162.64293766,57463384.74910545,76593547.39204311,11578.295735605849,11578.295735605849,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170815_cube.fits,45.0,78.75,136996277.46708202,6390564.42633152,65302856.52037525,71693420.94670677,11704.540890914175,11704.540890914175,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170817_cube.fits,57.5,0.0,137701236.22831345,-35728369.46991539,86714802.84911442,50986433.37919903,11734.617003904024,11734.617003904024,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170821_cube.fits,57.5,45.0,133039159.09032202,48881852.124857426,42078653.482732296,90960505.60758972,11534.260231602286,11534.260231602286,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170818_cube.fits,57.5,11.25,135871932.4946251,13318021.601940157,61276955.44634247,74594977.04828262,11656.411647442152,11656.411647442152,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170822_cube.fits,57.5,56.25,134531749.4827032,7037085.251255989,63747332.11572361,70784417.3669796,11598.782241369272,11598.782241369272,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170819_cube.fits,57.5,22.5,133708942.33614826,55796783.66839504,38956079.33387661,94752863.00227164,11563.258292373665,11563.258292373665,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170823_cube.fits,57.5,67.5,136218100.7220888,-32246315.376790047,84232208.04943943,51985892.67264938,11671.251035004294,11671.251035004294,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170820_cube.fits,57.5,33.75,132609586.8914957,69644505.55508327,31482540.668206215,101127046.22328947,11515.62359976635,11515.62359976635,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170824_cube.fits,57.5,78.75,137543535.1073103,-47844403.19328022,92693969.15029526,44849565.95701504,11727.8955958565,11727.8955958565,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170826_cube.fits,70.0,0.0,138373811.9904151,-89619073.49510813,113996442.7427616,24377369.247653484,11763.239859427124,11763.239859427124,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170830_cube.fits,70.0,45.0,131581072.01945162,95492433.31090498,18044319.35427332,113536752.6651783,11470.87930454556,11470.87930454556,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170827_cube.fits,70.0,11.25,136451575.24543285,-20576522.233197212,78514048.73931503,57937526.50611782,11681.248873533725,11681.248873533725,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170831_cube.fits,70.0,56.25,133365420.95367908,31592621.98884487,50886399.48241711,82479021.47126198,11548.394734926542,11548.394734926542,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170828_cube.fits,70.0,22.5,133594515.12942792,60049042.85115528,36772736.139136314,96821778.9902916,11558.309354288278,11558.309354288278,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170832_cube.fits,70.0,67.5,135864010.60622883,-46778765.88271237,91321388.2444706,44542622.36175823,11656.071834294298,11656.071834294298,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170829_cube.fits,70.0,33.75,131569219.1735468,107825158.58376598,11872030.294890404,119697188.8786564,11470.362643506383,11470.362643506383,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170833_cube.fits,70.0,78.75,137853928.10777307,-95749397.75270438,116801662.93023872,21052265.17753434,11741.1212457658,11741.1212457658,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170835_cube.fits,82.5,0.0,138927409.79586315,-131795171.7003603,135361290.74811172,3566119.0477514267,11786.747210145091,11786.747210145091,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170839_cube.fits,82.5,45.0,130629138.60073324,127472136.0596519,1578501.2705406696,129050637.33019257,11429.310504170113,11429.310504170113,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170836_cube.fits,82.5,11.25,137711694.24296093,-77988896.95287418,107850295.59791756,29861398.645043373,11735.062600726122,11735.062600726122,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170840_cube.fits,82.5,56.25,132323674.84656286,76158691.38775873,28082491.729402065,104241183.1171608,11503.20280819924,11503.20280819924,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170837_cube.fits,82.5,22.5,134696063.23198032,18775149.425845142,57960456.90306759,76735606.32891273,11605.863312652804,11605.863312652804,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170841_cube.fits,82.5,67.5,135221778.20664978,-19573407.138118744,77397592.67238426,57824185.53426552,11628.489936644815,11628.489936644815,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170838_cube.fits,82.5,33.75,131932538.50204824,103659083.88501,14136727.308519123,117795811.19352911,11486.189033010394,11486.189033010394,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170842_cube.fits,82.5,78.75,137975590.7877977,-105187365.32148576,121581478.05464172,16394112.733155966,11746.301153460934,11746.301153460934,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170844_cube.fits,95.0,0.0,139438101.2237894,-132406521.84787732,135922311.53583336,3515789.687956035,11808.39113612813,11808.39113612813,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170848_cube.fits,95.0,45.0,131488830.08250976,117572914.76606202,6957957.658223867,124530872.42428587,11466.857899290011,11466.857899290011,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170845_cube.fits,95.0,11.25,138907889.13696444,-120507863.01236188,129707876.07466316,9200013.062301278,11785.919104463786,11785.919104463786,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170849_cube.fits,95.0,56.25,132088827.8264401,104822778.12903476,13633024.84870267,118455802.97773744,11492.990377897308,11492.990377897308,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170846_cube.fits,95.0,22.5,136426897.78786945,-41791816.92958736,89109357.35872841,47317540.429141045,11680.19254070195,11680.19254070195,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170850_cube.fits,95.0,67.5,134660411.7194929,26017078.69223118,54321666.51363087,80338745.20586205,11604.327284228626,11604.327284228626,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170847_cube.fits,95.0,33.75,133408120.19724368,56390246.01015377,38508937.09354496,94899183.10369872,11550.243296019513,11550.243296019513,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170851_cube.fits,95.0,78.75,137772614.20012856,-72127295.16200447,104949954.68106651,32822659.51906204,11737.657952084332,11737.657952084332,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170853_cube.fits,107.5,0.0,139612369.94869947,-90973447.07845736,115292908.5135784,24319461.43512106,11815.767852691566,11815.767852691566,1629.5663
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/no_pick/CRSA00170857_cube.fits,107.5,45.0,133272508.51632977,67638277.35474873,32817115.58079052,100455392.93553925,11544.371291513877,11544.371291513877,1629.5663
